make[1]: Entering directory '/nfs/home/jmcguig1/Rheidae'
/nfs/home/jmcguig1/venv_Emu/bin/pip install -r requirements.txt
Requirement already satisfied: torch in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from -r requirements.txt (line 1)) (2.7.1)
Requirement already satisfied: pyyaml in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from -r requirements.txt (line 2)) (6.0.2)
Requirement already satisfied: h5py in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from -r requirements.txt (line 3)) (3.13.0)
Requirement already satisfied: numpy in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from -r requirements.txt (line 4)) (1.26.4)
Requirement already satisfied: matplotlib in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from -r requirements.txt (line 5)) (3.9.4)
Requirement already satisfied: filelock in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from torch->-r requirements.txt (line 1)) (3.17.0)
Requirement already satisfied: typing-extensions>=4.10.0 in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from torch->-r requirements.txt (line 1)) (4.12.2)
Requirement already satisfied: sympy>=1.13.3 in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from torch->-r requirements.txt (line 1)) (1.14.0)
Requirement already satisfied: networkx in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from torch->-r requirements.txt (line 1)) (3.2.1)
Requirement already satisfied: jinja2 in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from torch->-r requirements.txt (line 1)) (3.1.5)
Requirement already satisfied: fsspec in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from torch->-r requirements.txt (line 1)) (2025.2.0)
Requirement already satisfied: nvidia-cuda-nvrtc-cu12==12.6.77 in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from torch->-r requirements.txt (line 1)) (12.6.77)
Requirement already satisfied: nvidia-cuda-runtime-cu12==12.6.77 in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from torch->-r requirements.txt (line 1)) (12.6.77)
Requirement already satisfied: nvidia-cuda-cupti-cu12==12.6.80 in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from torch->-r requirements.txt (line 1)) (12.6.80)
Requirement already satisfied: nvidia-cudnn-cu12==9.5.1.17 in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from torch->-r requirements.txt (line 1)) (9.5.1.17)
Requirement already satisfied: nvidia-cublas-cu12==12.6.4.1 in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from torch->-r requirements.txt (line 1)) (12.6.4.1)
Requirement already satisfied: nvidia-cufft-cu12==11.3.0.4 in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from torch->-r requirements.txt (line 1)) (11.3.0.4)
Requirement already satisfied: nvidia-curand-cu12==10.3.7.77 in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from torch->-r requirements.txt (line 1)) (10.3.7.77)
Requirement already satisfied: nvidia-cusolver-cu12==11.7.1.2 in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from torch->-r requirements.txt (line 1)) (11.7.1.2)
Requirement already satisfied: nvidia-cusparse-cu12==12.5.4.2 in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from torch->-r requirements.txt (line 1)) (12.5.4.2)
Requirement already satisfied: nvidia-cusparselt-cu12==0.6.3 in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from torch->-r requirements.txt (line 1)) (0.6.3)
Requirement already satisfied: nvidia-nccl-cu12==2.26.2 in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from torch->-r requirements.txt (line 1)) (2.26.2)
Requirement already satisfied: nvidia-nvtx-cu12==12.6.77 in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from torch->-r requirements.txt (line 1)) (12.6.77)
Requirement already satisfied: nvidia-nvjitlink-cu12==12.6.85 in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from torch->-r requirements.txt (line 1)) (12.6.85)
Requirement already satisfied: nvidia-cufile-cu12==1.11.1.6 in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from torch->-r requirements.txt (line 1)) (1.11.1.6)
Requirement already satisfied: triton==3.3.1 in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from torch->-r requirements.txt (line 1)) (3.3.1)
Requirement already satisfied: setuptools>=40.8.0 in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from triton==3.3.1->torch->-r requirements.txt (line 1)) (80.9.0)
Requirement already satisfied: contourpy>=1.0.1 in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from matplotlib->-r requirements.txt (line 5)) (1.3.0)
Requirement already satisfied: cycler>=0.10 in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from matplotlib->-r requirements.txt (line 5)) (0.12.1)
Requirement already satisfied: fonttools>=4.22.0 in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from matplotlib->-r requirements.txt (line 5)) (4.56.0)
Requirement already satisfied: kiwisolver>=1.3.1 in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from matplotlib->-r requirements.txt (line 5)) (1.4.7)
Requirement already satisfied: packaging>=20.0 in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from matplotlib->-r requirements.txt (line 5)) (24.2)
Requirement already satisfied: pillow>=8 in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from matplotlib->-r requirements.txt (line 5)) (11.1.0)
Requirement already satisfied: pyparsing>=2.3.1 in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from matplotlib->-r requirements.txt (line 5)) (3.2.1)
Requirement already satisfied: python-dateutil>=2.7 in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from matplotlib->-r requirements.txt (line 5)) (2.9.0.post0)
Requirement already satisfied: importlib-resources>=3.2.0 in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from matplotlib->-r requirements.txt (line 5)) (6.5.2)
Requirement already satisfied: zipp>=3.1.0 in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from importlib-resources>=3.2.0->matplotlib->-r requirements.txt (line 5)) (3.21.0)
Requirement already satisfied: six>=1.5 in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from python-dateutil>=2.7->matplotlib->-r requirements.txt (line 5)) (1.17.0)
Requirement already satisfied: mpmath<1.4,>=1.1.0 in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from sympy>=1.13.3->torch->-r requirements.txt (line 1)) (1.3.0)
Requirement already satisfied: MarkupSafe>=2.0 in /nfs/home/jmcguig1/venv_Emu/lib/python3.9/site-packages (from jinja2->torch->-r requirements.txt (line 1)) (3.0.2)
PYTHONPATH=src /nfs/home/jmcguig1/venv_Emu/bin/python scripts/train.py --config config/model.yaml --train-parms config/train_parms.yaml
Run ID: 20251127-082015
Run 20251127-082015 Epoch 1: train_loss=96.3849 val_loss=16.8542 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 2: train_loss=11.1842 val_loss=3.9814 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 3: train_loss=3.7416 val_loss=3.1713 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 4: train_loss=2.3882 val_loss=2.7489 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 5: train_loss=2.6242 val_loss=2.9284 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 6: train_loss=2.3542 val_loss=4.4121 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 7: train_loss=2.8481 val_loss=4.4672 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 8: train_loss=2.3890 val_loss=4.4140 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 9: train_loss=4.0042 val_loss=7.6703 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 10: train_loss=1.5889 val_loss=6.8254 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 11: train_loss=3.8412 val_loss=5.5078 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 12: train_loss=1.4866 val_loss=5.1100 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 13: train_loss=1.2287 val_loss=3.6683 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 14: train_loss=1.0833 val_loss=5.8292 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 15: train_loss=1.1833 val_loss=3.5331 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 16: train_loss=1.2878 val_loss=3.4818 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 17: train_loss=0.9029 val_loss=3.0526 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 18: train_loss=0.8744 val_loss=2.7646 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 19: train_loss=1.0139 val_loss=3.5274 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 20: train_loss=0.9116 val_loss=4.6403 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 21: train_loss=0.8569 val_loss=3.3230 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 22: train_loss=1.0018 val_loss=2.7875 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 23: train_loss=0.8758 val_loss=3.3235 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 24: train_loss=1.0491 val_loss=2.0390 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 25: train_loss=0.8162 val_loss=2.5989 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 26: train_loss=0.7191 val_loss=2.2767 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 27: train_loss=1.0502 val_loss=2.9562 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 28: train_loss=0.8449 val_loss=2.1799 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 29: train_loss=0.7637 val_loss=2.0388 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 30: train_loss=0.7358 val_loss=1.8639 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 31: train_loss=0.9565 val_loss=4.1818 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 32: train_loss=0.7869 val_loss=2.4171 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 33: train_loss=0.7446 val_loss=2.0089 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 34: train_loss=0.6583 val_loss=2.2439 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 35: train_loss=0.8303 val_loss=1.8402 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 36: train_loss=0.8316 val_loss=2.2789 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 37: train_loss=0.8213 val_loss=1.7991 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 38: train_loss=0.7273 val_loss=20.6900 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 39: train_loss=0.7533 val_loss=1.9335 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 40: train_loss=0.7244 val_loss=4.5977 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 41: train_loss=0.6910 val_loss=2.2846 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 42: train_loss=0.6700 val_loss=1.9476 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 43: train_loss=0.7404 val_loss=1.7328 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 44: train_loss=0.6622 val_loss=1.5867 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 45: train_loss=0.6422 val_loss=1.5009 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 46: train_loss=0.5699 val_loss=1.5830 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 47: train_loss=0.7344 val_loss=1.6693 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 48: train_loss=0.6432 val_loss=1.8177 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 49: train_loss=0.6346 val_loss=1.6006 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 50: train_loss=0.5871 val_loss=1.3703 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 51: train_loss=0.5840 val_loss=2.1833 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 52: train_loss=0.5995 val_loss=1.3789 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 53: train_loss=0.5955 val_loss=1.1894 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 54: train_loss=0.5772 val_loss=1.3589 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 55: train_loss=0.5568 val_loss=1.1318 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 56: train_loss=0.5569 val_loss=1.3437 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 57: train_loss=0.5497 val_loss=1.4450 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 58: train_loss=0.5431 val_loss=1.2067 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 59: train_loss=0.5534 val_loss=1.3691 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 60: train_loss=0.5346 val_loss=1.1685 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 61: train_loss=0.5396 val_loss=1.1175 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 62: train_loss=0.5217 val_loss=1.1271 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 63: train_loss=0.5202 val_loss=1.1312 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 64: train_loss=0.5200 val_loss=1.0968 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 65: train_loss=0.5187 val_loss=1.0701 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 66: train_loss=0.5135 val_loss=1.0642 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 67: train_loss=0.5121 val_loss=1.0568 val_box3d_baseline=1.0000
Run 20251127-082015 Epoch 68: train_loss=0.5099 val_loss=1.0388 val_box3d_baseline=1.0000
